"variable","value","total","perc_of_total","label_ne","label_en"
"b_empl_trsm_major_districts","22",189,"0.994737","डोटी","Doti"
"b_empl_trsm_major_districts","23",118,"0.621053","गोरखा","Gorkha"
"b_empl_trsm_major_districts","24",187,"0.984211","गुल्मी","Gulmi"
"b_empl_trsm_major_districts","25",173,"0.910526","हुम्ला","Humla"
"b_empl_trsm_major_districts","26",176,"0.926316","इलाम","Ilam"
"b_empl_trsm_major_districts","27",183,"0.963158","जाजरकोट","Jajarkot"
"b_empl_trsm_major_districts","28",186,"0.978947","झापा","Jhapa"
"b_empl_trsm_major_districts","29",178,"0.936842","जुम्ला","Jumla"
"b_empl_trsm_major_districts","30",188,"0.989474","कैलाली","Kailali"
"b_empl_trsm_major_districts","31",185,"0.973684","कालिकोट","Kalikot"
"b_empl_trsm_major_districts","32",189,"0.994737","कंचनपुर","Kanchanpur"
"b_empl_trsm_major_districts","33",176,"0.926316","कपिलवस्तु","Kapilbastu"
"b_empl_trsm_major_districts","34",82,"0.431579","कास्की","Kaski"
"b_empl_trsm_major_districts","35",96,"0.505263","काठमाडौँ","Kathmandu"
"b_empl_trsm_major_districts","36",172,"0.905263","काभ्रेपलान्चोक","Kavrepalanchok"
"b_empl_trsm_major_districts","37",187,"0.984211","खोटाँग","Khotang"
"b_empl_trsm_major_districts","38",159,"0.836842","ललितपुर","Lalitpur"
"b_empl_trsm_major_districts","39",151,"0.794737","लमजुङ","Lamjung"
"b_empl_trsm_major_districts","40",188,"0.989474","महोत्तरी","Mahottari"
"b_empl_trsm_major_districts","41",187,"0.984211","मकवानपुर","Makwanpur"
"b_empl_trsm_major_districts","42",107,"0.563158","मनाङ","Manang"
"b_empl_trsm_major_districts","43",186,"0.978947","मोरंग","Morang"
"b_empl_trsm_major_districts","44",171,"0.9","मुगु","Mugu"
"b_empl_trsm_major_districts","45",107,"0.563158","मुस्ताङ","Mustang"
"b_empl_trsm_major_districts","46",142,"0.747368","म्याग्दी","Myagdi"
"b_empl_trsm_major_districts","47",188,"0.989474","नवलपुर","Nawalpur"
"b_empl_trsm_major_districts","48",187,"0.984211","परासी","Parasi"
"b_empl_trsm_major_districts","49",170,"0.894737","नुवाकोट","Nuwakot"
"b_empl_trsm_major_districts","50",179,"0.942105","ओखलढुंगा","Okhaldhunga"
"b_empl_trsm_major_districts","51",183,"0.963158","पाल्पा","Palpa"
"b_empl_trsm_major_districts","52",187,"0.984211","पांचथर","Panchthar"
"b_empl_trsm_major_districts","53",181,"0.952632","पर्वत","Parbat"
"b_empl_trsm_major_districts","54",188,"0.989474","पर्सा","Parsa"
"b_empl_trsm_major_districts","55",189,"0.994737","प्युठान","Pyuthan"
"b_empl_trsm_major_districts","56",176,"0.926316","रामेछाप","Ramechhap"
"b_empl_trsm_major_districts","57",117,"0.615789","रसुवा","Rasuwa"
"b_empl_trsm_major_districts","58",188,"0.989474","रौतहट","Rautahat"
"b_empl_trsm_major_districts","59",183,"0.963158","रोल्पा","Rolpa"
"b_empl_trsm_major_districts","60",181,"0.952632","पूर्वी रूकुम","Rukum East"
"b_empl_trsm_major_districts","61",181,"0.952632","पश्चिमी रूकुम","Rukum West"
"b_empl_trsm_major_districts","62",183,"0.963158","रुपन्देही","Rupandehi"
"b_empl_trsm_major_districts","63",189,"0.994737","सल्यान","Salyan"
"b_empl_trsm_major_districts","64",168,"0.884211","संखुवासभा","Sankhuwasabha"
"b_empl_trsm_major_districts","65",189,"0.994737","सप्तरी","Saptari"
"b_empl_trsm_major_districts","66",187,"0.984211","सर्लाही","Sarlahi"
"b_empl_trsm_major_districts","67",184,"0.968421","सिन्धुली","Sindhuli"
"b_empl_trsm_major_districts","68",157,"0.826316","सिन्धुपाल्चोक","Sindhupalchok"
"b_empl_trsm_major_districts","69",189,"0.994737","सिराहा","Siraha"
"b_empl_trsm_major_districts","70",92,"0.484211","सोलुखुम्बू","Solukhumbu"
"b_empl_trsm_major_districts","71",188,"0.989474","सुनसरी","Sunsari"
"b_empl_trsm_major_districts","72",188,"0.989474","सुर्खेत","Surkhet"
"b_empl_trsm_major_districts","73",180,"0.947368","स्याङग्जा","Syangja"
"b_empl_trsm_major_districts","74",175,"0.921053","तनहुँ","Tanahu"
"b_empl_trsm_major_districts","75",160,"0.842105","ताप्लेजुंग","Taplejung"
"b_empl_trsm_major_districts","76",183,"0.963158","तेह्रथुम","Terhathum"
"b_empl_trsm_major_districts","77",188,"0.989474","उदयपुर","Udayapur"
"b_empl_occpatn_pre_covid","1",190,"1","पसले (पसलमा काम गर्ने)","Shopkeeper"
"b_empl_occpatn_pre_covid","2",164,"0.863158","टूर गाईड","Tour guide"
"b_empl_occpatn_pre_covid","3",86,"0.452632","ट्रेकिंग गाईड","Trekking guide"
"b_empl_occpatn_pre_covid","4",182,"0.957895","राफ्टिंग गाईड","Rafting guide"
"b_empl_occpatn_pre_covid","5",165,"0.868421","माउन्टेन गाईड","Mountain guide"
"b_empl_occpatn_pre_covid","6",187,"0.984211","ड्राइभर","Driver"
"b_empl_occpatn_pre_covid","7",184,"0.968421","ट्राभेल एजेन्ट","Travel agent"
"b_empl_occpatn_pre_covid","8",189,"0.994737","फ्लाइट अटेन्डेंट","Flight attendant"
"b_empl_occpatn_pre_covid","9",189,"0.994737","पाइलट","Pilot"
"b_empl_occpatn_pre_covid","10",179,"0.942105","शेफ / कुक","Chef / cook"
"b_empl_occpatn_pre_covid","11",187,"0.984211","होटेल म्यानेजर","Hotel manager"
"b_empl_occpatn_pre_covid","12",174,"0.915789","होटेल स्टाफ","Hotel staff"
"b_empl_occpatn_pre_covid","13",186,"0.978947","वेटर","Waiter"
"b_empl_occpatn_pre_covid","14",187,"0.984211","बार टेण्डर","Bartender"
"b_empl_occpatn_pre_covid","15",186,"0.978947","पोर्टर (भरिया)","Porter"
"b_empl_occpatn_pre_covid","16",175,"0.921053","अन्य","Other"
